Date,CO AQI Value,NO2 AQI Value,Ozone AQI Value,PM10 AQI Value,PM205 AQI Value,SO2 AQI Value,Target,Year
1/1/2010,14,44,19,0,81,41,Bronx,2010
1/2/2010,8,18,20,0,37,14,Bronx,2010
1/3/2010,6,16,21,0,42,13,Bronx,2010
1/4/2010,7,26,19,0,52,19,Bronx,2010
1/5/2010,8,32,19,0,50,21,Bronx,2010
1/6/2010,9,26,20,0,42,20,Bronx,2010
1/7/2010,10,29,19,0,43,19,Bronx,2010
1/8/2010,10,34,21,0,57,23,Bronx,2010
1/9/2010,11,25,26,0,45,19,Bronx,2010
1/10/2010,11,32,24,0,50,21,Bronx,2010
1/11/2010,13,41,20,0,60,31,Bronx,2010
1/12/2010,13,33,25,0,59,33,Bronx,2010
1/13/2010,6,40,20,0,57,39,Bronx,2010
1/14/2010,10,47,6,0,105,69,Bronx,2010
1/15/2010,10,52,19,0,74,52,Bronx,2010
1/16/2010,9,42,19,0,65,39,Bronx,2010
1/17/2010,13,46,26,0,80,37,Bronx,2010
1/18/2010,13,42,23,0,45,23,Bronx,2010
1/19/2010,13,60,3,0,80,36,Bronx,2010
1/20/2010,8,31,20,0,58,33,Bronx,2010
1/21/2010,10,49,20,0,61,41,Bronx,2010
1/22/2010,13,47,16,0,60,37,Bronx,2010
1/23/2010,11,51,14,0,65,36,Bronx,2010
1/24/2010,13,47,31,0,62,37,Bronx,2010
1/25/2010,10,41,31,0,49,19,Bronx,2010
1/26/2010,10,27,12,0,53,27,Bronx,2010
1/27/2010,5,32,14,0,59,29,Bronx,2010
1/28/2010,7,44,26,0,66,29,Bronx,2010
1/29/2010,3,25,25,0,38,16,Bronx,2010
1/30/2010,8,25,26,0,39,16,Bronx,2010
1/31/2010,10,39,27,0,61,26,Bronx,2010
2/1/2010,8,41,23,0,65,34,Bronx,2010
2/2/2010,9,42,11,0,59,34,Bronx,2010
2/3/2010,11,44,19,0,74,39,Bronx,2010
2/4/2010,9,39,29,0,52,20,Bronx,2010
2/5/2010,10,46,27,0,55,44,Bronx,2010
2/6/2010,9,25,29,0,41,13,Bronx,2010
2/7/2010,9,23,29,0,40,17,Bronx,2010
2/8/2010,10,29,27,0,40,20,Bronx,2010
2/9/2010,11,48,24,0,54,24,Bronx,2010
2/10/2010,10,42,26,0,62,17,Bronx,2010
2/11/2010,9,26,29,0,42,16,Bronx,2010
2/12/2010,9,39,31,0,50,23,Bronx,2010
2/13/2010,10,27,27,0,49,21,Bronx,2010
2/14/2010,10,30,28,0,45,21,Bronx,2010
2/15/2010,11,43,28,0,54,30,Bronx,2010
2/16/2010,17,37,19,0,64,37,Bronx,2010
2/17/2010,13,39,19,0,42,30,Bronx,2010
2/18/2010,13,31,28,0,36,20,Bronx,2010
2/19/2010,3,27,27,0,40,14,Bronx,2010
2/20/2010,3,27,31,0,39,17,Bronx,2010
2/21/2010,3,32,34,0,35,21,Bronx,2010
2/22/2010,7,42,23,0,52,24,Bronx,2010
2/23/2010,5,29,24,0,29,10,Bronx,2010
2/24/2010,10,32,17,0,37,20,Bronx,2010
2/25/2010,13,36,10,0,48,29,Bronx,2010
2/26/2010,6,31,15,0,45,29,Bronx,2010
2/27/2010,7,42,11,0,56,37,Bronx,2010
2/28/2010,8,49,22,0,80,49,Bronx,2010
3/1/2010,5,29,30,0,34,19,Bronx,2010
3/2/2010,7,45,29,0,42,44,Bronx,2010
3/3/2010,5,29,25,0,40,17,Bronx,2010
3/4/2010,7,28,31,0,34,23,Bronx,2010
3/5/2010,7,36,30,0,39,19,Bronx,2010
3/6/2010,7,32,35,0,48,20,Bronx,2010
3/7/2010,6,46,45,0,48,24,Bronx,2010
3/8/2010,6,42,43,0,49,30,Bronx,2010
3/9/2010,10,73,42,0,54,30,Bronx,2010
3/10/2010,14,86,20,0,60,46,Bronx,2010
3/11/2010,6,40,37,0,48,13,Bronx,2010
3/12/2010,5,26,39,0,35,9,Bronx,2010
3/13/2010,5,12,41,0,23,4,Bronx,2010
3/14/2010,6,21,41,0,18,6,Bronx,2010
3/15/2010,6,27,36,0,29,10,Bronx,2010
3/16/2010,10,65,37,0,38,23,Bronx,2010
3/17/2010,13,67,36,0,58,86,Bronx,2010
3/18/2010,13,73,39,0,60,62,Bronx,2010
3/19/2010,18,77,42,0,71,86,Bronx,2010
3/20/2010,11,68,47,0,66,20,Bronx,2010
3/21/2010,10,58,44,0,67,14,Bronx,2010
3/22/2010,8,46,25,0,56,14,Bronx,2010
3/23/2010,9,37,27,0,42,17,Bronx,2010
3/24/2010,7,44,40,0,41,20,Bronx,2010
3/25/2010,13,80,26,0,65,49,Bronx,2010
3/26/2010,9,47,31,0,30,11,Bronx,2010
3/27/2010,6,25,34,0,36,11,Bronx,2010
3/28/2010,6,27,37,0,43,7,Bronx,2010
3/29/2010,11,53,32,0,47,19,Bronx,2010
3/30/2010,9,22,22,0,20,7,Bronx,2010
3/31/2010,10,25,21,0,25,13,Bronx,2010
4/1/2010,10,42,28,0,33,11,Bronx,2010
4/2/2010,13,50,39,0,65,24,Bronx,2010
4/3/2010,11,46,29,0,32,14,Bronx,2010
4/4/2010,10,63,44,0,43,19,Bronx,2010
4/5/2010,13,68,45,0,59,17,Bronx,2010
4/6/2010,14,98,41,0,83,20,Bronx,2010
4/7/2010,9,74,54,0,71,23,Bronx,2010
4/8/2010,7,57,36,0,73,11,Bronx,2010
4/9/2010,5,33,31,0,30,4,Bronx,2010
4/10/2010,3,30,37,0,20,9,Bronx,2010
4/11/2010,5,27,54,0,50,11,Bronx,2010
4/12/2010,3,50,42,0,31,21,Bronx,2010
4/13/2010,6,46,34,0,33,11,Bronx,2010
4/14/2010,6,52,43,0,50,34,Bronx,2010
4/15/2010,5,42,46,0,38,16,Bronx,2010
4/16/2010,5,33,37,0,34,7,Bronx,2010
4/17/2010,5,29,26,0,39,13,Bronx,2010
4/18/2010,5,22,24,0,24,9,Bronx,2010
4/19/2010,6,37,33,0,25,14,Bronx,2010
4/20/2010,8,52,38,0,28,29,Bronx,2010
4/21/2010,8,53,45,0,55,30,Bronx,2010
4/22/2010,7,36,44,0,55,10,Bronx,2010
4/23/2010,5,27,41,0,31,11,Bronx,2010
4/24/2010,6,29,44,0,30,14,Bronx,2010
4/25/2010,6,26,42,0,24,6,Bronx,2010
4/26/2010,6,19,39,0,33,6,Bronx,2010
4/27/2010,6,37,39,0,25,17,Bronx,2010
4/28/2010,5,20,38,0,19,13,Bronx,2010
4/29/2010,5,36,41,0,22,20,Bronx,2010
4/30/2010,11,74,49,0,56,13,Bronx,2010
5/1/2010,13,74,115,0,79,16,Bronx,2010
5/2/2010,13,54,51,0,76,10,Bronx,2010
5/3/2010,9,37,24,0,48,10,Bronx,2010
5/4/2010,6,45,50,0,43,17,Bronx,2010
5/5/2010,5,42,61,0,52,11,Bronx,2010
5/6/2010,5,39,48,0,48,9,Bronx,2010
5/7/2010,5,41,33,0,24,7,Bronx,2010
5/8/2010,5,28,41,0,45,6,Bronx,2010
5/9/2010,1,11,35,0,12,6,Bronx,2010
5/10/2010,3,21,40,0,19,9,Bronx,2010
5/11/2010,6,33,33,0,31,24,Bronx,2010
5/12/2010,5,36,36,0,24,9,Bronx,2010
5/13/2010,5,32,37,0,29,19,Bronx,2010
5/14/2010,8,43,38,0,65,7,Bronx,2010
5/15/2010,7,30,41,0,23,6,Bronx,2010
5/16/2010,8,51,35,0,20,10,Bronx,2010
5/17/2010,10,53,33,0,55,20,Bronx,2010
5/18/2010,6,45,33,0,21,7,Bronx,2010
5/19/2010,6,34,25,0,18,10,Bronx,2010
5/20/2010,9,63,39,0,41,17,Bronx,2010
5/21/2010,9,52,93,0,62,17,Bronx,2010
5/22/2010,7,19,38,0,38,6,Bronx,2010
5/23/2010,6,19,33,0,37,3,Bronx,2010
5/24/2010,8,38,29,0,55,4,Bronx,2010
5/25/2010,10,42,25,0,50,13,Bronx,2010
5/26/2010,8,40,64,0,58,13,Bronx,2010
5/27/2010,8,29,30,0,38,4,Bronx,2010
5/28/2010,7,38,24,0,33,7,Bronx,2010
5/29/2010,9,46,36,0,47,11,Bronx,2010
5/30/2010,9,31,38,0,40,9,Bronx,2010
5/31/2010,8,44,77,0,66,16,Bronx,2010
6/1/2010,9,30,38,0,58,9,Bronx,2010
6/2/2010,9,27,80,0,54,10,Bronx,2010
6/3/2010,9,28,74,0,67,6,Bronx,2010
6/4/2010,9,38,80,0,64,7,Bronx,2010
6/5/2010,9,22,61,0,65,7,Bronx,2010
6/6/2010,6,17,44,0,45,9,Bronx,2010
6/7/2010,5,19,31,0,21,6,Bronx,2010
6/8/2010,5,38,28,0,18,9,Bronx,2010
6/9/2010,8,35,41,0,36,13,Bronx,2010
6/10/2010,9,45,36,0,45,7,Bronx,2010
6/11/2010,8,23,34,0,21,6,Bronx,2010
6/12/2010,9,33,44,0,47,10,Bronx,2010
6/13/2010,9,41,39,0,53,6,Bronx,2010
6/14/2010,13,57,19,0,63,11,Bronx,2010
6/15/2010,13,41,40,0,37,7,Bronx,2010
6/16/2010,9,45,34,0,64,7,Bronx,2010
6/17/2010,9,24,29,0,26,4,Bronx,2010
6/18/2010,9,42,47,0,56,9,Bronx,2010
6/19/2010,9,41,74,0,52,13,Bronx,2010
6/20/2010,10,26,67,0,62,9,Bronx,2010
6/21/2010,9,20,40,0,32,7,Bronx,2010
6/22/2010,8,45,47,0,56,6,Bronx,2010
6/23/2010,7,40,47,0,57,10,Bronx,2010
6/24/2010,6,34,58,0,59,7,Bronx,2010
6/25/2010,7,42,64,0,29,4,Bronx,2010
6/26/2010,7,40,77,0,66,7,Bronx,2010
6/27/2010,8,44,105,0,89,10,Bronx,2010
6/28/2010,8,30,51,0,67,6,Bronx,2010
6/29/2010,7,21,44,0,45,3,Bronx,2010
6/30/2010,1,14,36,0,20,3,Bronx,2010
7/1/2010,3,14,25,0,22,3,Bronx,2010
7/2/2010,5,33,31,0,23,6,Bronx,2010
7/3/2010,8,54,48,0,42,7,Bronx,2010
7/4/2010,8,48,105,0,72,16,Bronx,2010
7/5/2010,10,71,115,0,80,11,Bronx,2010
7/6/2010,10,44,108,0,76,9,Bronx,2010
7/7/2010,9,25,101,0,82,3,Bronx,2010
7/8/2010,8,17,40,0,67,0,Bronx,2010
7/9/2010,6,17,24,0,23,1,Bronx,2010
7/10/2010,7,16,87,0,25,6,Bronx,2010
7/11/2010,8,29,27,0,32,4,Bronx,2010
7/12/2010,8,45,27,0,56,13,Bronx,2010
7/13/2010,8,31,46,0,49,1,Bronx,2010
7/14/2010,8,26,90,0,41,0,Bronx,2010
7/15/2010,7,25,80,0,29,1,Bronx,2010
7/16/2010,9,35,58,0,80,9,Bronx,2010
7/17/2010,8,22,71,0,70,9,Bronx,2010
7/18/2010,8,30,49,0,67,7,Bronx,2010
7/19/2010,9,38,80,0,60,6,Bronx,2010
7/20/2010,8,22,34,0,45,6,Bronx,2010
7/21/2010,8,30,26,0,61,9,Bronx,2010
7/22/2010,7,19,51,0,31,3,Bronx,2010
7/23/2010,10,56,38,0,63,3,Bronx,2010
7/24/2010,10,26,27,0,60,1,Bronx,2010
7/25/2010,9,19,49,0,58,1,Bronx,2010
7/26/2010,7,16,93,0,23,3,Bronx,2010
7/27/2010,8,32,40,0,41,6,Bronx,2010
7/28/2010,8,45,36,0,75,11,Bronx,2010
7/29/2010,8,24,58,0,49,6,Bronx,2010
7/30/2010,7,20,48,0,40,3,Bronx,2010
7/31/2010,7,31,44,0,33,4,Bronx,2010
8/1/2010,7,29,31,0,53,3,Bronx,2010
8/2/2010,8,30,49,0,46,4,Bronx,2010
8/3/2010,7,26,58,0,35,10,Bronx,2010
8/4/2010,9,38,40,0,60,11,Bronx,2010
8/5/2010,9,32,64,0,74,1,Bronx,2010
8/6/2010,8,28,49,0,55,9,Bronx,2010
8/7/2010,8,28,84,0,35,6,Bronx,2010
8/8/2010,8,21,90,0,46,4,Bronx,2010
8/9/2010,9,30,61,0,73,7,Bronx,2010
8/10/2010,10,71,31,0,89,11,Bronx,2010
8/11/2010,10,54,28,0,65,9,Bronx,2010
8/12/2010,6,15,31,0,40,1,Bronx,2010
8/13/2010,5,15,30,0,21,1,Bronx,2010
8/14/2010,5,20,26,0,18,1,Bronx,2010
8/15/2010,6,24,87,0,23,3,Bronx,2010
8/16/2010,8,38,46,0,57,3,Bronx,2010
8/17/2010,9,40,101,0,65,6,Bronx,2010
8/18/2010,6,34,49,0,52,3,Bronx,2010
8/19/2010,7,43,45,0,66,9,Bronx,2010
8/20/2010,7,41,36,0,57,11,Bronx,2010
8/21/2010,7,15,33,0,36,1,Bronx,2010
8/22/2010,7,13,25,0,48,0,Bronx,2010
8/23/2010,6,15,13,0,24,0,Bronx,2010
8/24/2010,5,10,35,0,17,0,Bronx,2010
8/25/2010,6,20,24,0,16,4,Bronx,2010
8/26/2010,6,21,39,0,29,6,Bronx,2010
8/27/2010,6,23,50,0,15,4,Bronx,2010
8/28/2010,8,42,90,0,30,11,Bronx,2010
8/29/2010,8,39,77,0,50,9,Bronx,2010
8/30/2010,9,51,136,0,62,14,Bronx,2010
8/31/2010,9,45,64,0,71,10,Bronx,2010
9/1/2010,9,45,31,0,99,10,Bronx,2010
9/2/2010,9,51,34,0,91,16,Bronx,2010
9/3/2010,8,31,36,0,50,6,Bronx,2010
9/4/2010,8,20,49,0,31,4,Bronx,2010
9/5/2010,6,21,46,0,19,9,Bronx,2010
9/6/2010,6,24,48,0,35,7,Bronx,2010
9/7/2010,8,30,19,0,53,6,Bronx,2010
9/8/2010,8,33,15,0,42,7,Bronx,2010
9/9/2010,6,19,37,0,14,4,Bronx,2010
9/10/2010,6,13,19,0,9,3,Bronx,2010
9/11/2010,7,17,27,0,21,3,Bronx,2010
9/12/2010,7,11,31,0,20,1,Bronx,2010
9/13/2010,9,38,28,0,45,3,Bronx,2010
9/14/2010,10,43,30,0,48,11,Bronx,2010
9/15/2010,7,28,19,0,21,7,Bronx,2010
9/16/2010,9,46,28,0,52,9,Bronx,2010
9/17/2010,9,35,45,0,33,4,Bronx,2010
9/18/2010,7,15,28,0,23,3,Bronx,2010
9/19/2010,9,42,26,0,38,7,Bronx,2010
9/20/2010,9,24,49,0,22,6,Bronx,2010
9/21/2010,7,27,36,0,28,7,Bronx,2010
9/22/2010,10,50,38,0,59,7,Bronx,2010
9/23/2010,10,29,50,0,48,6,Bronx,2010
9/24/2010,8,43,28,0,85,7,Bronx,2010
9/25/2010,8,26,14,0,59,9,Bronx,2010
9/26/2010,5,11,19,0,24,3,Bronx,2010
9/27/2010,6,21,25,0,25,1,Bronx,2010
9/28/2010,7,21,18,0,35,1,Bronx,2010
9/29/2010,8,42,20,0,47,9,Bronx,2010
9/30/2010,8,29,24,0,46,1,Bronx,2010
10/1/2010,6,23,23,0,16,1,Bronx,2010
10/2/2010,7,31,15,0,18,6,Bronx,2010
10/3/2010,6,10,11,0,23,1,Bronx,2010
10/4/2010,3,16,19,0,28,1,Bronx,2010
10/5/2010,5,18,27,0,29,6,Bronx,2010
10/6/2010,5,24,25,0,28,4,Bronx,2010
10/7/2010,6,33,31,0,35,10,Bronx,2010
10/8/2010,6,32,31,0,26,13,Bronx,2010
10/9/2010,7,40,37,0,28,11,Bronx,2010
10/10/2010,8,44,22,0,30,10,Bronx,2010
10/11/2010,8,44,24,0,62,11,Bronx,2010
10/12/2010,9,42,26,0,42,6,Bronx,2010
10/13/2010,7,41,19,0,25,10,Bronx,2010
10/14/2010,13,36,22,0,39,19,Bronx,2010
10/15/2010,6,18,34,0,13,6,Bronx,2010
10/16/2010,3,18,19,0,16,7,Bronx,2010
10/17/2010,5,24,15,0,29,14,Bronx,2010
10/18/2010,5,29,13,0,28,9,Bronx,2010
10/19/2010,10,35,22,0,40,9,Bronx,2010
10/20/2010,10,41,22,0,60,27,Bronx,2010
10/21/2010,10,31,17,0,51,13,Bronx,2010
10/22/2010,5,32,20,0,21,14,Bronx,2010
10/23/2010,8,42,18,0,47,19,Bronx,2010
10/24/2010,11,41,18,0,62,16,Bronx,2010
10/25/2010,10,26,11,0,58,9,Bronx,2010
10/26/2010,9,30,26,0,48,9,Bronx,2010
10/27/2010,9,32,20,0,52,7,Bronx,2010
10/28/2010,9,42,19,0,38,11,Bronx,2010
10/29/2010,6,17,26,0,19,7,Bronx,2010
10/30/2010,8,24,19,0,39,14,Bronx,2010
10/31/2010,7,25,21,0,36,17,Bronx,2010
11/1/2010,6,23,19,0,17,13,Bronx,2010
11/2/2010,13,38,15,0,28,39,Bronx,2010
11/3/2010,14,38,10,0,54,31,Bronx,2010
11/4/2010,7,34,16,0,38,7,Bronx,2010
11/5/2010,7,26,22,0,33,17,Bronx,2010
11/6/2010,7,18,23,0,26,27,Bronx,2010
11/7/2010,6,20,14,0,23,11,Bronx,2010
11/8/2010,6,19,15,0,22,10,Bronx,2010
11/9/2010,8,25,20,0,25,11,Bronx,2010
11/10/2010,8,32,19,0,32,13,Bronx,2010
11/11/2010,6,37,21,0,36,20,Bronx,2010
11/12/2010,8,48,17,0,38,37,Bronx,2010
11/13/2010,13,54,13,0,67,40,Bronx,2010
11/14/2010,14,36,29,0,68,39,Bronx,2010
11/15/2010,8,30,27,0,57,10,Bronx,2010
11/16/2010,8,28,19,0,54,3,Bronx,2010
11/17/2010,7,30,19,0,29,9,Bronx,2010
11/18/2010,6,32,14,0,48,21,Bronx,2010
11/19/2010,7,32,16,0,32,20,Bronx,2010
11/20/2010,8,32,25,0,62,16,Bronx,2010
11/21/2010,6,27,21,0,33,17,Bronx,2010
11/22/2010,9,57,21,0,66,19,Bronx,2010
11/23/2010,9,39,18,0,68,24,Bronx,2010
11/24/2010,7,25,12,0,25,14,Bronx,2010
11/25/2010,8,38,21,0,48,23,Bronx,2010
11/26/2010,8,30,23,0,44,19,Bronx,2010
11/27/2010,5,22,6,0,38,16,Bronx,2010
11/28/2010,6,31,32,0,36,26,Bronx,2010
11/29/2010,13,44,32,0,73,31,Bronx,2010
11/30/2010,9,36,13,0,53,16,Bronx,2010
12/1/2010,6,25,9,0,23,11,Bronx,2010
12/2/2010,8,25,20,0,36,19,Bronx,2010
12/3/2010,9,24,20,0,42,21,Bronx,2010
12/4/2010,7,22,19,0,40,21,Bronx,2010
12/5/2010,6,20,22,0,25,14,Bronx,2010
12/6/2010,6,25,25,0,23,19,Bronx,2010
12/7/2010,6,21,23,0,44,14,Bronx,2010
12/8/2010,7,32,12,0,38,19,Bronx,2010
12/9/2010,9,29,9,0,39,16,Bronx,2010
12/10/2010,10,43,31,0,64,39,Bronx,2010
12/11/2010,14,53,19,0,97,47,Bronx,2010
12/12/2010,14,41,20,0,61,10,Bronx,2010
12/13/2010,9,39,12,0,43,21,Bronx,2010
12/14/2010,7,20,15,0,32,14,Bronx,2010
12/15/2010,2,30,13,0,33,21,Bronx,2010
12/16/2010,3,39,14,0,62,29,Bronx,2010
12/17/2010,5,33,24,0,59,34,Bronx,2010
12/18/2010,5,36,23,0,82,37,Bronx,2010
12/19/2010,6,33,19,0,78,33,Bronx,2010
12/20/2010,7,24,20,0,60,20,Bronx,2010
12/21/2010,3,21,22,0,41,11,Bronx,2010
12/22/2010,3,29,20,0,38,23,Bronx,2010
12/23/2010,3,13,29,0,29,10,Bronx,2010
12/24/2010,6,20,32,0,36,13,Bronx,2010
12/25/2010,6,22,27,0,45,16,Bronx,2010
12/26/2010,6,18,17,0,45,13,Bronx,2010
12/27/2010,6,11,6,0,37,10,Bronx,2010
12/28/2010,6,40,5,0,74,34,Bronx,2010
12/29/2010,6,33,29,0,66,29,Bronx,2010
12/30/2010,9,49,32,0,105,71,Bronx,2010
12/31/2010,11,50,27,0,118,55,Bronx,2010
1/1/2010,16,0,19,0,86,0,Manhattan,2010
1/2/2010,13,0,20,0,45,0,Manhattan,2010
1/3/2010,13,0,22,0,50,0,Manhattan,2010
1/4/2010,13,0,18,0,60,0,Manhattan,2010
1/5/2010,13,0,19,0,54,0,Manhattan,2010
1/6/2010,11,0,19,0,51,0,Manhattan,2010
1/7/2010,13,0,19,0,59,0,Manhattan,2010
1/8/2010,19,0,21,0,70,0,Manhattan,2010
1/9/2010,18,0,19,0,50,0,Manhattan,2010
1/10/2010,19,0,20,0,51,0,Manhattan,2010
1/11/2010,20,0,17,0,67,0,Manhattan,2010
1/12/2010,14,0,21,0,67,0,Manhattan,2010
1/13/2010,15,0,19,0,67,0,Manhattan,2010
1/14/2010,17,0,6,0,87,0,Manhattan,2010
1/15/2010,17,0,14,0,85,0,Manhattan,2010
1/16/2010,13,0,19,0,71,0,Manhattan,2010
1/17/2010,17,0,19,0,74,0,Manhattan,2010
1/18/2010,15,0,19,0,74,0,Manhattan,2010
1/19/2010,17,0,2,0,86,0,Manhattan,2010
1/20/2010,14,0,18,0,61,0,Manhattan,2010
1/21/2010,18,0,14,0,66,0,Manhattan,2010
1/22/2010,19,0,10,0,81,0,Manhattan,2010
1/23/2010,18,0,9,0,74,0,Manhattan,2010
1/24/2010,19,0,28,0,74,0,Manhattan,2010
1/25/2010,17,0,29,0,47,0,Manhattan,2010
1/26/2010,14,0,13,0,54,0,Manhattan,2010
1/27/2010,15,0,14,0,65,0,Manhattan,2010
1/29/2010,5,0,27,0,64,0,Manhattan,2010
1/30/2010,6,0,23,0,51,0,Manhattan,2010
1/31/2010,6,0,24,0,56,0,Manhattan,2010
2/1/2010,6,0,23,0,60,0,Manhattan,2010
2/2/2010,8,0,9,0,69,0,Manhattan,2010
2/3/2010,8,0,20,0,63,0,Manhattan,2010
2/4/2010,3,0,25,0,75,0,Manhattan,2010
2/5/2010,5,0,20,0,55,0,Manhattan,2010
2/6/2010,5,0,21,0,57,0,Manhattan,2010
2/7/2010,5,0,25,0,61,0,Manhattan,2010
2/8/2010,5,0,27,0,54,0,Manhattan,2010
2/9/2010,5,0,21,0,49,0,Manhattan,2010
2/10/2010,6,0,22,0,56,0,Manhattan,2010
2/11/2010,5,0,26,0,64,0,Manhattan,2010
2/12/2010,5,0,30,0,41,0,Manhattan,2010
2/13/2010,5,0,30,0,54,0,Manhattan,2010
2/14/2010,5,0,31,0,49,0,Manhattan,2010
2/15/2010,5,0,27,0,54,0,Manhattan,2010
2/16/2010,6,0,22,0,65,0,Manhattan,2010
2/17/2010,6,0,20,0,70,0,Manhattan,2010
2/18/2010,5,0,31,0,59,0,Manhattan,2010
2/19/2010,5,0,30,0,51,0,Manhattan,2010
2/20/2010,5,0,30,0,49,0,Manhattan,2010
2/21/2010,5,0,33,0,51,0,Manhattan,2010
2/22/2010,7,0,19,0,53,0,Manhattan,2010
2/23/2010,6,0,15,0,56,0,Manhattan,2010
2/24/2010,6,0,12,0,40,0,Manhattan,2010
2/25/2010,8,0,11,0,56,0,Manhattan,2010
2/26/2010,7,0,11,0,58,0,Manhattan,2010
2/27/2010,7,0,11,0,68,0,Manhattan,2010
2/28/2010,7,0,23,0,70,0,Manhattan,2010
3/1/2010,6,0,25,0,71,0,Manhattan,2010
3/2/2010,6,0,19,0,40,0,Manhattan,2010
3/3/2010,6,0,23,0,52,0,Manhattan,2010
3/4/2010,5,0,28,0,44,0,Manhattan,2010
3/5/2010,5,0,28,0,46,0,Manhattan,2010
3/6/2010,5,0,32,0,47,0,Manhattan,2010
3/7/2010,5,0,44,0,39,0,Manhattan,2010
3/8/2010,3,0,1,0,52,0,Manhattan,2010
3/9/2010,3,0,1,0,49,0,Manhattan,2010
3/10/2010,7,0,31,0,52,0,Manhattan,2010
3/11/2010,7,0,30,0,72,0,Manhattan,2010
3/12/2010,3,0,38,0,54,0,Manhattan,2010
3/13/2010,5,0,37,0,46,0,Manhattan,2010
3/14/2010,5,0,44,0,26,0,Manhattan,2010
3/15/2010,5,0,38,0,25,0,Manhattan,2010
3/16/2010,8,0,19,0,38,0,Manhattan,2010
3/17/2010,10,0,28,0,51,0,Manhattan,2010
3/18/2010,13,0,41,0,59,0,Manhattan,2010
3/19/2010,14,0,19,0,62,0,Manhattan,2010
3/20/2010,11,0,28,0,66,0,Manhattan,2010
3/21/2010,11,0,15,0,72,0,Manhattan,2010
3/22/2010,9,0,19,0,74,0,Manhattan,2010
3/23/2010,7,0,16,0,68,0,Manhattan,2010
3/24/2010,6,0,9,0,46,0,Manhattan,2010
3/25/2010,10,0,8,0,64,0,Manhattan,2010
3/26/2010,9,0,24,0,74,0,Manhattan,2010
3/27/2010,5,0,32,0,38,0,Manhattan,2010
3/28/2010,5,0,24,0,36,0,Manhattan,2010
3/29/2010,8,0,40,0,33,0,Manhattan,2010
3/30/2010,7,0,40,0,56,0,Manhattan,2010
3/31/2010,3,0,31,0,28,0,Manhattan,2010
4/1/2010,8,0,54,0,30,0,Manhattan,2010
4/2/2010,9,0,30,0,40,0,Manhattan,2010
4/3/2010,7,0,31,0,61,0,Manhattan,2010
4/4/2010,6,0,38,0,42,0,Manhattan,2010
4/5/2010,8,0,50,0,53,0,Manhattan,2010
4/6/2010,11,0,37,0,60,0,Manhattan,2010
4/7/2010,11,0,26,0,90,0,Manhattan,2010
4/8/2010,8,0,42,0,80,0,Manhattan,2010
4/9/2010,6,0,41,0,74,0,Manhattan,2010
4/10/2010,3,0,33,0,25,0,Manhattan,2010
4/11/2010,3,0,27,0,20,0,Manhattan,2010
4/12/2010,5,0,24,0,53,0,Manhattan,2010
4/13/2010,5,0,30,0,26,0,Manhattan,2010
4/14/2010,5,0,34,0,38,0,Manhattan,2010
4/15/2010,5,0,41,0,52,0,Manhattan,2010
4/16/2010,5,0,44,0,40,0,Manhattan,2010
4/17/2010,5,0,36,0,40,0,Manhattan,2010
4/18/2010,3,0,41,0,48,0,Manhattan,2010
4/19/2010,3,0,34,0,16,0,Manhattan,2010
4/20/2010,5,0,35,0,23,0,Manhattan,2010
4/21/2010,6,0,36,0,30,0,Manhattan,2010
4/22/2010,6,0,38,0,58,0,Manhattan,2010
4/23/2010,3,0,43,0,54,0,Manhattan,2010
4/24/2010,5,0,46,0,43,0,Manhattan,2010
4/25/2010,5,0,90,0,31,0,Manhattan,2010
4/26/2010,6,0,45,0,30,0,Manhattan,2010
4/27/2010,5,0,26,0,43,0,Manhattan,2010
4/28/2010,3,0,54,0,26,0,Manhattan,2010
4/29/2010,3,0,48,0,18,0,Manhattan,2010
4/30/2010,10,0,49,0,34,0,Manhattan,2010
5/1/2010,10,0,29,0,61,0,Manhattan,2010
5/2/2010,14,0,43,0,86,0,Manhattan,2010
5/3/2010,7,0,36,0,81,0,Manhattan,2010
5/4/2010,7,0,37,0,46,0,Manhattan,2010
5/5/2010,6,0,31,0,52,0,Manhattan,2010
5/6/2010,6,0,26,0,61,0,Manhattan,2010
5/7/2010,6,0,32,0,47,0,Manhattan,2010
5/8/2010,6,0,37,0,23,0,Manhattan,2010
5/9/2010,3,0,37,0,42,0,Manhattan,2010
5/10/2010,3,0,35,0,14,0,Manhattan,2010
5/11/2010,6,0,28,0,18,0,Manhattan,2010
5/12/2010,5,0,28,0,33,0,Manhattan,2010
5/13/2010,6,0,25,0,26,0,Manhattan,2010
5/14/2010,6,0,34,0,41,0,Manhattan,2010
5/15/2010,6,0,71,0,63,0,Manhattan,2010
5/16/2010,6,0,34,0,22,0,Manhattan,2010
5/17/2010,7,0,49,0,17,0,Manhattan,2010
5/18/2010,6,0,29,0,35,0,Manhattan,2010
5/19/2010,5,0,19,0,23,0,Manhattan,2010
5/20/2010,8,0,34,0,16,0,Manhattan,2010
5/21/2010,8,0,36,0,39,0,Manhattan,2010
5/22/2010,7,0,90,0,77,0,Manhattan,2010
5/23/2010,5,0,40,0,38,0,Manhattan,2010
5/24/2010,7,0,84,0,68,0,Manhattan,2010
5/25/2010,8,0,80,0,47,0,Manhattan,2010
5/26/2010,6,0,74,0,54,0,Manhattan,2010
