Date,CO AQI Value,NO2 AQI Value,Ozone AQI Value,PM10 AQI Value,PM205 AQI Value,SO2 AQI Value,Target,Year
12/12/2015,5,21,28,0,52,0,Monroe,2015
12/13/2015,5,12,19,0,52,0,Monroe,2015
12/14/2015,5,22,19,0,46,0,Monroe,2015
12/15/2015,2,8,31,0,52,0,Monroe,2015
12/16/2015,3,12,18,0,32,0,Monroe,2015
12/17/2015,5,20,21,0,27,0,Monroe,2015
12/18/2015,3,18,25,0,45,0,Monroe,2015
12/19/2015,2,7,25,0,37,0,Monroe,2015
12/20/2015,5,19,22,0,41,0,Monroe,2015
12/21/2015,3,18,17,0,38,0,Monroe,2015
12/22/2015,5,21,22,0,36,0,Monroe,2015
12/23/2015,5,18,27,0,51,0,Monroe,2015
12/24/2015,3,14,20,0,36,0,Monroe,2015
12/25/2015,3,20,18,0,31,0,Monroe,2015
12/26/2015,5,22,24,0,43,0,Monroe,2015
12/27/2015,2,11,25,0,58,0,Monroe,2015
12/28/2015,2,7,28,0,31,0,Monroe,2015
12/29/2015,5,23,28,0,31,0,Monroe,2015
12/30/2015,3,22,19,0,35,0,Monroe,2015
12/31/2015,3,12,18,0,39,0,Monroe,2015
1/1/2015,16,17,44,0,53,0,Niagara,2015
1/2/2015,5,23,37,0,52,0,Niagara,2015
1/3/2015,5,17,32,0,38,0,Niagara,2015
1/4/2015,3,11,35,0,39,0,Niagara,2015
1/5/2015,3,29,33,0,43,0,Niagara,2015
1/6/2015,6,35,20,0,48,0,Niagara,2015
1/7/2015,6,26,32,0,51,0,Niagara,2015
1/8/2015,2,32,37,0,43,0,Niagara,2015
1/9/2015,6,34,46,0,50,0,Niagara,2015
1/10/2015,7,32,35,0,53,0,Niagara,2015
1/11/2015,11,31,35,0,58,0,Niagara,2015
1/12/2015,6,30,43,0,56,0,Niagara,2015
1/13/2015,6,19,47,0,48,0,Niagara,2015
1/14/2015,3,20,36,0,45,0,Niagara,2015
1/15/2015,11,29,35,0,59,0,Niagara,2015
1/16/2015,8,35,35,0,58,0,Niagara,2015
1/17/2015,14,27,40,0,43,0,Niagara,2015
1/18/2015,3,26,42,0,44,0,Niagara,2015
1/19/2015,6,33,34,0,35,0,Niagara,2015
1/20/2015,3,34,26,0,38,0,Niagara,2015
1/21/2015,7,42,39,0,49,0,Niagara,2015
1/22/2015,7,33,54,0,54,0,Niagara,2015
1/23/2015,6,24,61,0,53,0,Niagara,2015
1/24/2015,3,24,44,0,38,0,Niagara,2015
1/25/2015,6,25,40,0,30,0,Niagara,2015
1/26/2015,3,25,42,0,34,0,Niagara,2015
1/27/2015,2,26,47,0,38,0,Niagara,2015
1/28/2015,6,31,47,0,38,0,Niagara,2015
1/29/2015,9,29,36,0,37,0,Niagara,2015
1/30/2015,3,24,43,0,30,0,Niagara,2015
1/31/2015,5,29,42,0,54,0,Niagara,2015
2/1/2015,6,25,35,0,36,0,Niagara,2015
2/2/2015,2,17,31,0,38,0,Niagara,2015
2/3/2015,6,30,41,0,53,0,Niagara,2015
2/4/2015,7,28,33,0,41,0,Niagara,2015
2/5/2015,3,29,36,0,43,0,Niagara,2015
2/6/2015,5,31,29,0,60,0,Niagara,2015
2/7/2015,6,30,38,0,64,0,Niagara,2015
2/8/2015,2,22,40,0,30,0,Niagara,2015
2/9/2015,5,30,43,0,28,0,Niagara,2015
2/10/2015,3,27,40,0,38,0,Niagara,2015
2/11/2015,5,32,43,0,48,0,Niagara,2015
2/12/2015,6,28,97,0,37,0,Niagara,2015
2/13/2015,5,34,74,0,50,0,Niagara,2015
2/14/2015,5,26,40,0,48,0,Niagara,2015
2/15/2015,2,26,44,0,33,0,Niagara,2015
2/16/2015,2,23,50,0,35,0,Niagara,2015
2/17/2015,3,25,97,0,45,0,Niagara,2015
2/18/2015,3,27,90,0,33,0,Niagara,2015
2/19/2015,2,10,41,0,43,0,Niagara,2015
2/20/2015,3,31,34,0,50,0,Niagara,2015
2/21/2015,3,31,33,0,58,0,Niagara,2015
2/22/2015,5,25,41,0,43,0,Niagara,2015
2/23/2015,5,20,44,0,37,0,Niagara,2015
2/24/2015,3,19,41,0,45,0,Niagara,2015
2/25/2015,3,25,46,0,36,0,Niagara,2015
2/26/2015,0,30,41,0,43,0,Niagara,2015
2/27/2015,8,27,40,0,45,0,Niagara,2015
2/28/2015,2,19,28,0,48,0,Niagara,2015
3/1/2015,3,17,45,0,53,0,Niagara,2015
3/2/2015,3,21,54,0,22,0,Niagara,2015
3/3/2015,3,24,38,0,56,0,Niagara,2015
3/4/2015,0,7,51,0,43,0,Niagara,2015
3/5/2015,2,12,101,0,40,0,Niagara,2015
3/6/2015,3,32,48,0,53,0,Niagara,2015
3/7/2015,8,30,40,0,53,0,Niagara,2015
3/8/2015,3,30,49,0,48,0,Niagara,2015
3/9/2015,0,33,48,0,44,0,Niagara,2015
3/10/2015,5,30,51,0,37,0,Niagara,2015
3/11/2015,0,21,44,0,22,0,Niagara,2015
3/12/2015,0,13,29,0,18,0,Niagara,2015
3/13/2015,2,20,29,0,11,0,Niagara,2015
3/14/2015,3,18,35,0,21,0,Niagara,2015
3/15/2015,3,25,33,0,31,0,Niagara,2015
3/16/2015,7,37,30,0,35,0,Niagara,2015
3/17/2015,6,32,44,0,15,0,Niagara,2015
3/18/2015,2,31,34,0,17,0,Niagara,2015
3/19/2015,2,29,44,0,21,0,Niagara,2015
3/20/2015,6,23,40,0,38,0,Niagara,2015
3/21/2015,6,22,29,0,23,0,Niagara,2015
3/22/2015,7,19,47,0,25,0,Niagara,2015
3/23/2015,2,22,36,0,28,0,Niagara,2015
3/24/2015,2,32,26,0,33,0,Niagara,2015
3/25/2015,2,25,29,0,33,0,Niagara,2015
3/26/2015,3,19,22,0,19,0,Niagara,2015
3/27/2015,2,15,31,0,21,0,Niagara,2015
3/28/2015,2,7,37,0,18,0,Niagara,2015
3/29/2015,2,24,25,0,23,0,Niagara,2015
3/30/2015,5,34,40,0,14,0,Niagara,2015
3/31/2015,8,28,26,0,15,0,Niagara,2015
4/1/2015,3,37,28,0,29,0,Niagara,2015
4/2/2015,3,24,39,0,45,0,Niagara,2015
4/3/2015,2,19,40,0,20,0,Niagara,2015
4/4/2015,2,28,35,0,27,0,Niagara,2015
4/5/2015,3,32,31,0,37,0,Niagara,2015
4/6/2015,5,27,38,0,38,0,Niagara,2015
4/7/2015,5,25,24,0,23,0,Niagara,2015
4/8/2015,5,24,25,0,9,0,Niagara,2015
4/9/2015,5,20,20,0,21,0,Niagara,2015
4/10/2015,2,18,31,0,21,0,Niagara,2015
4/11/2015,3,35,29,0,26,0,Niagara,2015
4/12/2015,5,31,29,0,35,0,Niagara,2015
4/13/2015,3,22,28,0,15,0,Niagara,2015
4/14/2015,2,14,25,0,14,0,Niagara,2015
4/15/2015,2,18,36,0,15,0,Niagara,2015
4/16/2015,0,23,39,0,25,0,Niagara,2015
4/17/2015,0,16,34,0,32,0,Niagara,2015
4/18/2015,0,14,37,0,13,0,Niagara,2015
4/19/2015,0,11,23,0,3,0,Niagara,2015
4/20/2015,0,22,25,0,16,0,Niagara,2015
4/21/2015,0,18,31,0,15,0,Niagara,2015
4/22/2015,0,16,42,0,5,0,Niagara,2015
4/23/2015,0,17,38,0,7,0,Niagara,2015
4/24/2015,0,20,40,0,7,0,Niagara,2015
4/25/2015,0,18,25,0,6,0,Niagara,2015
4/26/2015,0,10,19,0,6,0,Niagara,2015
4/27/2015,0,23,23,0,6,0,Niagara,2015
4/28/2015,2,25,22,0,13,0,Niagara,2015
4/29/2015,3,25,38,0,9,0,Niagara,2015
4/30/2015,5,15,37,0,5,0,Niagara,2015
5/1/2015,3,19,31,0,20,0,Niagara,2015
5/2/2015,3,30,31,0,32,0,Niagara,2015
5/3/2015,5,23,28,0,54,0,Niagara,2015
5/4/2015,2,21,35,0,60,0,Niagara,2015
5/5/2015,3,26,33,0,23,0,Niagara,2015
5/6/2015,3,29,50,0,36,0,Niagara,2015
5/7/2015,0,27,37,0,55,0,Niagara,2015
5/8/2015,3,23,37,0,32,0,Niagara,2015
5/9/2015,2,23,42,0,39,0,Niagara,2015
5/10/2015,2,15,45,0,61,0,Niagara,2015
5/11/2015,2,14,40,0,51,0,Niagara,2015
5/12/2015,2,17,41,0,5,0,Niagara,2015
5/13/2015,2,16,31,0,16,0,Niagara,2015
5/14/2015,2,25,42,0,33,0,Niagara,2015
5/15/2015,3,19,41,0,45,0,Niagara,2015
5/16/2015,3,13,31,0,45,0,Niagara,2015
5/17/2015,2,17,24,0,36,0,Niagara,2015
5/18/2015,3,13,24,0,31,0,Niagara,2015
5/19/2015,3,21,23,0,14,0,Niagara,2015
5/20/2015,3,24,19,0,13,0,Niagara,2015
5/21/2015,2,12,25,0,22,0,Niagara,2015
5/22/2015,3,26,31,0,15,0,Niagara,2015
5/23/2015,0,27,39,0,39,0,Niagara,2015
5/24/2015,0,11,28,0,55,0,Niagara,2015
5/25/2015,2,13,37,0,44,0,Niagara,2015
5/26/2015,0,14,37,0,44,0,Niagara,2015
5/27/2015,1,7,39,0,40,0,Niagara,2015
5/28/2015,2,9,47,0,15,0,Niagara,2015
5/29/2015,2,24,46,0,28,0,Niagara,2015
5/30/2015,2,10,38,0,25,0,Niagara,2015
5/31/2015,2,12,39,0,2,0,Niagara,2015
6/1/2015,2,7,31,0,0,0,Niagara,2015
6/2/2015,0,25,32,0,15,0,Niagara,2015
6/3/2015,2,17,32,0,12,0,Niagara,2015
6/4/2015,2,17,32,0,21,0,Niagara,2015
6/5/2015,0,29,31,0,28,0,Niagara,2015
6/6/2015,0,24,31,0,29,0,Niagara,2015
6/7/2015,3,15,20,0,89,0,Niagara,2015
6/8/2015,2,5,22,0,56,0,Niagara,2015
6/9/2015,0,20,40,0,17,0,Niagara,2015
6/10/2015,0,17,49,0,30,0,Niagara,2015
6/11/2015,2,11,50,0,18,0,Niagara,2015
6/12/2015,2,9,50,0,18,0,Niagara,2015
6/13/2015,2,16,61,0,18,0,Niagara,2015
6/14/2015,2,14,61,0,12,0,Niagara,2015
6/15/2015,0,16,46,0,27,0,Niagara,2015
6/16/2015,2,18,34,0,8,0,Niagara,2015
6/17/2015,3,24,67,0,13,0,Niagara,2015
6/18/2015,5,18,58,0,31,0,Niagara,2015
6/19/2015,2,16,64,0,56,0,Niagara,2015
6/20/2015,2,12,64,0,13,0,Niagara,2015
6/21/2015,2,16,42,0,23,0,Niagara,2015
6/22/2015,3,21,29,0,30,0,Niagara,2015
6/23/2015,2,25,43,0,7,0,Niagara,2015
6/24/2015,2,21,19,0,3,0,Niagara,2015
6/25/2015,3,23,16,0,0,0,Niagara,2015
6/26/2015,3,14,41,0,20,0,Niagara,2015
6/27/2015,2,12,51,0,57,0,Niagara,2015
6/28/2015,0,25,87,0,34,0,Niagara,2015
6/29/2015,0,21,90,0,19,0,Niagara,2015
6/30/2015,2,8,71,0,48,0,Niagara,2015
7/1/2015,3,11,42,0,55,0,Niagara,2015
7/2/2015,3,7,23,0,42,0,Niagara,2015
7/3/2015,2,8,27,0,47,0,Niagara,2015
7/4/2015,2,10,36,0,59,0,Niagara,2015
7/5/2015,2,8,47,0,45,0,Niagara,2015
7/6/2015,2,13,45,0,31,0,Niagara,2015
7/7/2015,0,8,30,0,41,0,Niagara,2015
7/8/2015,0,15,29,0,52,0,Niagara,2015
7/9/2015,0,18,31,0,48,0,Niagara,2015
7/10/2015,3,24,23,0,26,0,Niagara,2015
7/11/2015,5,23,29,0,18,0,Niagara,2015
7/12/2015,2,12,21,0,14,0,Niagara,2015
7/13/2015,3,17,22,0,24,0,Niagara,2015
7/14/2015,2,15,24,0,28,0,Niagara,2015
7/15/2015,2,22,20,0,56,0,Niagara,2015
7/16/2015,2,26,20,0,41,0,Niagara,2015
7/17/2015,2,21,19,0,38,0,Niagara,2015
7/18/2015,2,13,16,0,10,0,Niagara,2015
7/19/2015,2,14,27,0,12,0,Niagara,2015
7/20/2015,3,16,26,0,17,0,Niagara,2015
7/21/2015,3,18,22,0,28,0,Niagara,2015
7/22/2015,2,16,27,0,36,0,Niagara,2015
7/23/2015,2,8,47,0,36,0,Niagara,2015
7/24/2015,3,12,44,0,42,0,Niagara,2015
7/25/2015,5,16,28,0,58,0,Niagara,2015
7/26/2015,3,9,21,0,48,0,Niagara,2015
7/27/2015,3,9,35,0,20,0,Niagara,2015
7/28/2015,3,19,26,0,37,0,Niagara,2015
7/29/2015,3,17,26,0,35,0,Niagara,2015
7/30/2015,5,16,29,0,52,0,Niagara,2015
7/31/2015,3,22,39,0,36,0,Niagara,2015
8/1/2015,5,33,41,0,21,0,Niagara,2015
8/2/2015,6,32,44,0,7,0,Niagara,2015
8/3/2015,2,17,44,0,12,0,Niagara,2015
8/4/2015,3,34,32,0,16,0,Niagara,2015
8/5/2015,0,30,31,0,15,0,Niagara,2015
8/6/2015,3,18,23,0,12,0,Niagara,2015
8/7/2015,2,11,22,0,14,0,Niagara,2015
8/8/2015,2,11,21,0,17,0,Niagara,2015
8/9/2015,2,7,23,0,8,0,Niagara,2015
8/10/2015,2,8,27,0,20,0,Niagara,2015
8/11/2015,2,10,27,0,51,0,Niagara,2015
8/12/2015,3,17,26,0,45,0,Niagara,2015
8/13/2015,3,18,22,0,58,0,Niagara,2015
8/14/2015,3,15,27,0,47,0,Niagara,2015
8/15/2015,3,15,47,0,16,0,Niagara,2015
8/16/2015,5,12,44,0,9,0,Niagara,2015
8/17/2015,3,16,28,0,23,0,Niagara,2015
8/18/2015,2,10,21,0,13,0,Niagara,2015
8/19/2015,2,6,35,0,36,0,Niagara,2015
8/20/2015,2,14,26,0,40,0,Niagara,2015
8/21/2015,3,28,26,0,50,0,Niagara,2015
8/22/2015,3,20,29,0,19,0,Niagara,2015
8/23/2015,3,12,39,0,15,0,Niagara,2015
8/24/2015,3,17,41,0,10,0,Niagara,2015
8/25/2015,2,10,44,0,31,0,Niagara,2015
8/26/2015,2,22,31,0,54,0,Niagara,2015
8/27/2015,2,18,32,0,60,0,Niagara,2015
8/28/2015,3,25,32,0,65,0,Niagara,2015
8/29/2015,5,21,32,0,68,0,Niagara,2015
8/30/2015,7,22,31,0,81,0,Niagara,2015
8/31/2015,2,19,31,0,61,0,Niagara,2015
9/1/2015,3,15,20,0,15,0,Niagara,2015
9/2/2015,5,26,22,0,20,0,Niagara,2015
9/3/2015,3,21,40,0,34,0,Niagara,2015
9/4/2015,5,24,49,0,53,0,Niagara,2015
9/5/2015,2,8,50,0,24,0,Niagara,2015
9/6/2015,2,5,50,0,17,0,Niagara,2015
9/7/2015,2,5,61,0,11,0,Niagara,2015
9/8/2015,2,14,61,0,15,0,Niagara,2015
9/9/2015,3,16,46,0,15,0,Niagara,2015
9/10/2015,3,12,34,0,19,0,Niagara,2015
9/11/2015,3,10,67,0,27,0,Niagara,2015
9/12/2015,3,9,58,0,38,0,Niagara,2015
9/13/2015,2,10,22,0,53,0,Niagara,2015
9/14/2015,3,31,40,0,43,0,Niagara,2015
9/15/2015,5,25,49,0,30,0,Niagara,2015
9/16/2015,5,27,50,0,5,0,Niagara,2015
9/17/2015,6,27,50,0,6,0,Niagara,2015
9/18/2015,5,27,61,0,9,0,Niagara,2015
9/19/2015,6,28,61,0,12,0,Niagara,2015
9/20/2015,9,19,46,0,21,0,Niagara,2015
9/21/2015,2,17,34,0,14,0,Niagara,2015
9/22/2015,2,12,67,0,14,0,Niagara,2015
9/23/2015,2,23,58,0,11,0,Niagara,2015
9/24/2015,2,13,22,0,4,0,Niagara,2015
9/25/2015,2,4,40,0,10,0,Niagara,2015
9/26/2015,1,2,49,0,5,0,Niagara,2015
9/27/2015,2,4,50,0,6,0,Niagara,2015
9/28/2015,2,8,61,0,5,0,Niagara,2015
9/29/2015,2,15,61,0,4,0,Niagara,2015
9/30/2015,0,11,46,0,13,0,Niagara,2015
10/1/2015,2,14,34,0,11,0,Niagara,2015
10/2/2015,1,4,67,0,13,0,Niagara,2015
10/3/2015,1,7,58,0,18,0,Niagara,2015
10/4/2015,1,5,46,0,23,0,Niagara,2015
10/5/2015,2,20,34,0,35,0,Niagara,2015
10/6/2015,5,25,67,0,15,0,Niagara,2015
10/7/2015,7,26,58,0,28,0,Niagara,2015
10/8/2015,8,25,22,0,35,0,Niagara,2015
10/9/2015,5,14,40,0,29,0,Niagara,2015
10/10/2015,3,15,49,0,16,0,Niagara,2015
10/11/2015,6,16,50,0,15,0,Niagara,2015
10/12/2015,9,16,61,0,22,0,Niagara,2015
10/13/2015,3,19,19,0,12,0,Niagara,2015
10/14/2015,5,23,16,0,11,0,Niagara,2015
10/15/2015,5,25,41,0,22,0,Niagara,2015
10/16/2015,3,30,51,0,34,0,Niagara,2015
10/17/2015,3,25,87,0,52,0,Niagara,2015
10/18/2015,3,23,90,0,57,0,Niagara,2015
10/19/2015,5,26,71,0,13,0,Niagara,2015
10/20/2015,6,31,42,0,13,0,Niagara,2015
10/21/2015,9,35,23,0,15,0,Niagara,2015
10/22/2015,11,42,27,0,10,0,Niagara,2015
10/23/2015,9,42,36,0,19,0,Niagara,2015
10/24/2015,8,23,47,0,5,0,Niagara,2015
10/25/2015,5,25,23,0,22,0,Niagara,2015
10/26/2015,0,8,27,0,18,0,Niagara,2015
10/27/2015,2,17,36,0,23,0,Niagara,2015
10/28/2015,2,16,47,0,38,0,Niagara,2015
10/29/2015,5,15,45,0,25,0,Niagara,2015
10/30/2015,7,25,30,0,42,0,Niagara,2015
10/31/2015,6,22,19,0,42,0,Niagara,2015
11/1/2015,7,16,16,0,54,0,Niagara,2015
11/2/2015,3,21,27,0,42,0,Niagara,2015
11/3/2015,2,19,26,0,19,0,Niagara,2015
11/4/2015,2,16,22,0,18,0,Niagara,2015
11/5/2015,3,16,27,0,25,0,Niagara,2015
11/6/2015,3,15,47,0,16,0,Niagara,2015
11/7/2015,2,11,44,0,15,0,Niagara,2015
11/8/2015,2,11,28,0,19,0,Niagara,2015
11/9/2015,2,9,21,0,21,0,Niagara,2015
11/10/2015,5,22,35,0,19,0,Niagara,2015
11/11/2015,6,28,26,0,32,0,Niagara,2015
11/12/2015,7,26,26,0,33,0,Niagara,2015
11/13/2015,6,28,29,0,18,0,Niagara,2015
11/14/2015,8,30,39,0,18,0,Niagara,2015
11/15/2015,13,26,41,0,13,0,Niagara,2015
11/16/2015,11,34,44,0,21,0,Niagara,2015
11/17/2015,11,32,44,0,20,0,Niagara,2015
11/18/2015,2,25,32,0,22,0,Niagara,2015
11/19/2015,3,26,31,0,20,0,Niagara,2015
11/20/2015,5,30,23,0,34,0,Niagara,2015
11/21/2015,6,28,22,0,48,0,Niagara,2015
11/22/2015,6,18,32,0,45,0,Niagara,2015
11/23/2015,6,30,32,0,33,0,Niagara,2015
11/24/2015,8,34,32,0,27,0,Niagara,2015
11/25/2015,10,32,31,0,20,0,Niagara,2015
11/26/2015,6,28,31,0,18,0,Niagara,2015
11/27/2015,8,31,20,0,15,0,Niagara,2015
11/28/2015,11,25,22,0,22,0,Niagara,2015
11/29/2015,11,25,40,0,17,0,Niagara,2015
11/30/2015,6,21,49,0,23,0,Niagara,2015
12/1/2015,5,14,50,0,40,0,Niagara,2015
12/2/2015,5,9,50,0,57,0,Niagara,2015
12/3/2015,2,24,61,0,57,0,Niagara,2015
12/4/2015,8,30,61,0,47,0,Niagara,2015
12/5/2015,10,30,46,0,56,0,Niagara,2015
12/6/2015,8,29,34,0,55,0,Niagara,2015
12/7/2015,11,36,67,0,64,0,Niagara,2015
12/8/2015,0,28,61,0,70,0,Niagara,2015
12/9/2015,5,31,61,0,66,0,Niagara,2015
12/10/2015,8,38,46,0,23,0,Niagara,2015
12/11/2015,5,25,34,0,18,0,Niagara,2015
12/12/2015,8,23,67,0,18,0,Niagara,2015
12/13/2015,11,25,58,0,15,0,Niagara,2015
12/14/2015,5,14,22,0,30,0,Niagara,2015
12/15/2015,9,30,40,0,35,0,Niagara,2015
12/16/2015,13,29,49,0,35,0,Niagara,2015
12/17/2015,5,23,50,0,38,0,Niagara,2015
12/18/2015,3,12,50,0,40,0,Niagara,2015
12/19/2015,5,25,61,0,25,0,Niagara,2015
12/20/2015,14,27,61,0,33,0,Niagara,2015
12/21/2015,8,35,46,0,44,0,Niagara,2015
12/22/2015,0,22,34,0,25,0,Niagara,2015
12/23/2015,2,19,31,0,26,0,Niagara,2015
12/24/2015,2,12,23,0,20,0,Niagara,2015
12/25/2015,2,14,22,0,18,0,Niagara,2015
12/26/2015,2,14,32,0,33,0,Niagara,2015
12/27/2015,2,11,32,0,25,0,Niagara,2015
12/28/2015,2,15,32,0,40,0,Niagara,2015
12/29/2015,3,13,31,0,25,0,Niagara,2015
12/30/2015,2,25,31,0,33,0,Niagara,2015
12/31/2015,3,18,20,0,44,0,Niagara,2015
1/1/2015,1,0,29,0,18,1,Steuben,2015
1/2/2015,1,0,26,0,24,0,Steuben,2015
1/3/2015,1,0,23,0,52,3,Steuben,2015
1/4/2015,1,0,25,0,2,0,Steuben,2015
1/5/2015,1,0,32,0,0,0,Steuben,2015
1/6/2015,1,0,28,0,21,1,Steuben,2015
1/7/2015,1,0,28,0,0,1,Steuben,2015
1/8/2015,1,0,29,0,0,7,Steuben,2015
1/9/2015,1,0,29,0,21,3,Steuben,2015
1/10/2015,1,0,30,0,21,1,Steuben,2015
1/11/2015,1,0,31,0,19,27,Steuben,2015
1/12/2015,1,0,30,0,33,1,Steuben,2015
1/13/2015,2,0,31,0,0,0,Steuben,2015
1/14/2015,2,0,28,0,0,3,Steuben,2015
1/15/2015,2,0,30,0,46,4,Steuben,2015
1/16/2015,1,0,31,0,28,4,Steuben,2015
1/17/2015,1,0,28,0,0,6,Steuben,2015
1/18/2015,1,0,28,0,37,1,Steuben,2015
1/19/2015,1,0,29,0,3,0,Steuben,2015
1/20/2015,1,0,28,0,17,0,Steuben,2015
1/21/2015,1,0,20,0,46,0,Steuben,2015
1/22/2015,1,0,31,0,41,1,Steuben,2015
1/23/2015,1,0,31,0,0,4,Steuben,2015
1/24/2015,2,0,25,0,51,4,Steuben,2015
1/25/2015,1,0,31,0,10,0,Steuben,2015
1/26/2015,1,0,31,0,12,0,Steuben,2015
1/27/2015,1,0,32,0,19,1,Steuben,2015
1/28/2015,1,0,34,0,0,0,Steuben,2015
1/29/2015,1,0,31,0,10,3,Steuben,2015
1/30/2015,2,0,30,0,20,1,Steuben,2015
1/31/2015,1,0,33,0,14,1,Steuben,2015
2/1/2015,1,0,26,0,43,1,Steuben,2015
2/2/2015,2,0,29,0,27,0,Steuben,2015
2/3/2015,1,0,31,0,0,1,Steuben,2015
2/4/2015,1,0,26,0,24,11,Steuben,2015
2/5/2015,1,0,31,0,15,0,Steuben,2015
2/6/2015,1,0,33,0,26,1,Steuben,2015
2/7/2015,1,0,28,0,41,11,Steuben,2015
2/8/2015,2,0,31,0,49,6,Steuben,2015
2/9/2015,2,0,27,0,25,0,Steuben,2015
2/10/2015,1,0,31,0,28,0,Steuben,2015
2/11/2015,1,0,35,0,27,13,Steuben,2015
2/12/2015,2,0,28,0,18,6,Steuben,2015
2/13/2015,2,0,34,0,0,3,Steuben,2015
2/14/2015,1,0,29,0,28,11,Steuben,2015
2/15/2015,1,0,29,0,18,1,Steuben,2015
2/16/2015,1,0,32,0,0,1,Steuben,2015
2/17/2015,1,0,38,0,50,1,Steuben,2015
2/18/2015,1,0,35,0,49,14,Steuben,2015
2/19/2015,1,0,32,0,24,1,Steuben,2015
2/20/2015,1,0,33,0,24,7,Steuben,2015
2/21/2015,1,0,29,0,54,10,Steuben,2015
2/22/2015,2,0,37,0,57,1,Steuben,2015
2/23/2015,1,0,32,0,26,0,Steuben,2015
2/24/2015,1,0,35,0,45,14,Steuben,2015
2/25/2015,1,0,38,0,35,3,Steuben,2015
2/26/2015,1,0,33,0,31,0,Steuben,2015
2/27/2015,1,0,36,0,35,1,Steuben,2015
2/28/2015,1,0,42,0,40,3,Steuben,2015
3/1/2015,1,0,38,0,59,1,Steuben,2015
3/2/2015,2,0,42,0,49,6,Steuben,2015
3/3/2015,1,0,39,0,40,1,Steuben,2015
3/4/2015,1,0,41,0,33,0,Steuben,2015
3/5/2015,1,0,35,0,35,0,Steuben,2015
3/6/2015,1,0,38,0,34,4,Steuben,2015
3/7/2015,1,0,42,0,57,7,Steuben,2015
3/8/2015,1,0,46,0,49,3,Steuben,2015
3/9/2015,1,0,45,0,46,1,Steuben,2015
3/11/2015,1,0,46,0,53,3,Steuben,2015
3/12/2015,1,0,44,0,38,0,Steuben,2015
3/13/2015,1,0,41,0,10,0,Steuben,2015
3/14/2015,1,0,39,0,35,1,Steuben,2015
3/15/2015,1,0,34,0,16,0,Steuben,2015
3/16/2015,1,0,37,0,15,0,Steuben,2015
3/17/2015,1,0,44,0,42,1,Steuben,2015
3/18/2015,1,0,37,0,23,0,Steuben,2015
3/19/2015,1,0,39,0,17,0,Steuben,2015
3/20/2015,1,0,42,0,18,0,Steuben,2015
3/21/2015,1,0,36,0,32,1,Steuben,2015
3/22/2015,1,0,36,0,31,0,Steuben,2015
3/23/2015,1,0,34,0,28,0,Steuben,2015
3/24/2015,1,0,33,0,23,0,Steuben,2015
3/25/2015,1,0,38,0,25,0,Steuben,2015
3/26/2015,2,0,32,0,52,1,Steuben,2015
3/27/2015,1,0,25,0,49,0,Steuben,2015
3/28/2015,1,0,32,0,15,0,Steuben,2015
3/29/2015,1,0,36,0,12,0,Steuben,2015
3/30/2015,1,0,44,0,12,3,Steuben,2015
3/31/2015,1,0,39,0,4,1,Steuben,2015
4/1/2015,1,0,34,0,13,0,Steuben,2015
4/2/2015,1,0,42,0,23,0,Steuben,2015
4/3/2015,1,0,47,0,30,1,Steuben,2015
4/4/2015,1,0,41,0,15,0,Steuben,2015
4/5/2015,1,0,36,0,8,0,Steuben,2015
4/6/2015,1,0,33,0,16,0,Steuben,2015
4/7/2015,1,0,44,0,22,1,Steuben,2015
4/8/2015,1,0,30,0,36,0,Steuben,2015
4/9/2015,1,0,31,0,18,0,Steuben,2015
4/10/2015,1,0,25,0,21,0,Steuben,2015
4/11/2015,1,0,39,0,10,0,Steuben,2015
4/12/2015,1,0,37,0,10,0,Steuben,2015
4/13/2015,1,0,46,0,20,0,Steuben,2015
4/14/2015,1,0,64,0,28,1,Steuben,2015
4/15/2015,1,0,44,0,8,0,Steuben,2015
4/16/2015,1,0,39,0,13,0,Steuben,2015
4/17/2015,1,0,33,0,11,0,Steuben,2015
4/18/2015,1,0,35,0,13,0,Steuben,2015
4/19/2015,1,0,26,0,23,0,Steuben,2015
4/20/2015,1,0,39,0,11,0,Steuben,2015
4/21/2015,1,0,43,0,13,0,Steuben,2015
4/22/2015,1,0,46,0,13,0,Steuben,2015
4/23/2015,1,0,39,0,8,0,Steuben,2015
4/24/2015,1,0,45,0,2,0,Steuben,2015
4/25/2015,1,0,67,0,13,0,Steuben,2015
4/26/2015,1,0,80,0,8,0,Steuben,2015
4/27/2015,1,0,49,0,8,1,Steuben,2015
4/28/2015,1,0,39,0,13,0,Steuben,2015
4/29/2015,1,0,49,0,10,0,Steuben,2015
4/30/2015,1,0,64,0,10,0,Steuben,2015
5/1/2015,1,0,50,0,15,0,Steuben,2015
5/2/2015,1,0,44,0,7,0,Steuben,2015
5/3/2015,1,0,41,0,15,0,Steuben,2015
5/4/2015,1,0,32,0,25,0,Steuben,2015
5/5/2015,1,0,26,0,30,6,Steuben,2015
5/6/2015,1,0,46,0,36,0,Steuben,2015
5/7/2015,1,0,44,0,23,0,Steuben,2015
5/8/2015,1,0,32,0,32,0,Steuben,2015
5/9/2015,1,0,36,0,35,0,Steuben,2015
5/10/2015,1,0,29,0,42,0,Steuben,2015
5/11/2015,1,0,37,0,30,0,Steuben,2015
5/12/2015,1,0,43,0,32,0,Steuben,2015
