Date,CO AQI Value,NO2 AQI Value,Ozone AQI Value,SO2 AQI Value,Target
12/25/2020,2,0,18,0,New York
12/26/2020,2,0,19,0,New York
12/27/2020,3,0,29,0,New York
12/28/2020,5,0,20,0,New York
12/29/2020,3,0,16,0,New York
12/30/2020,5,0,17,0,New York
12/31/2020,3,0,19,0,New York
1/1/2020,2,16,23,0,Queens
1/2/2020,5,39,16,9,Queens
1/3/2020,7,33,4,1,Queens
1/4/2020,8,28,25,0,Queens
1/5/2020,6,17,30,0,Queens
1/6/2020,3,37,.,4,Queens
1/7/2020,5,38,19,11,Queens
1/8/2020,5,25,29,4,Queens
1/9/2020,5,40,22,4,Queens
1/10/2020,6,41,12,3,Queens
1/11/2020,6,37,30,0,Queens
1/12/2020,3,21,31,0,Queens
1/13/2020,5,41,.,0,Queens
1/14/2020,7,25,11,0,Queens
1/15/2020,6,38,15,1,Queens
1/16/2020,6,21,27,1,Queens
1/17/2020,3,20,31,3,Queens
1/18/2020,3,39,24,0,Queens
1/19/2020,3,20,31,0,Queens
1/20/2020,3,20,32,3,Queens
1/21/2020,6,46,24,3,Queens
1/22/2020,9,58,10,4,Queens
1/23/2020,10,49,8,7,Queens
1/24/2020,14,53,21,7,Queens
1/25/2020,6,32,31,0,Queens
1/26/2020,3,23,19,1,Queens
1/27/2020,5,25,20,4,Queens
1/28/2020,3,21,31,3,Queens
1/29/2020,5,28,31,1,Queens
1/30/2020,5,42,25,0,Queens
1/31/2020,8,46,30,0,Queens
2/1/2020,7,38,10,0,Queens
2/2/2020,7,26,23,0,Queens
2/3/2020,6,45,20,3,Queens
2/4/2020,11,50,17,3,Queens
2/5/2020,13,35,0,3,Queens
2/6/2020,6,38,20,0,Queens
2/7/2020,5,34,30,0,Queens
2/8/2020,3,42,31,0,Queens
2/9/2020,5,28,30,0,Queens
2/10/2020,5,27,26,3,Queens
2/11/2020,7,53,25,1,Queens
2/12/2020,6,26,28,3,Queens
2/13/2020,7,42,24,1,Queens
2/14/2020,5,22,29,3,Queens
2/15/2020,3,24,26,1,Queens
2/16/2020,9,50,23,1,Queens
2/17/2020,13,48,30,3,Queens
2/18/2020,7,52,34,1,Queens
2/19/2020,7,35,33,3,Queens
2/20/2020,3,25,31,3,Queens
2/21/2020,3,29,31,1,Queens
2/22/2020,3,36,30,1,Queens
2/23/2020,6,46,34,4,Queens
2/24/2020,7,46,28,3,Queens
2/25/2020,5,39,23,0,Queens
2/26/2020,5,47,36,0,Queens
2/27/2020,3,27,33,0,Queens
2/28/2020,2,18,32,1,Queens
2/29/2020,3,13,32,1,Queens
3/1/2020,5,47,37,3,Queens
3/2/2020,6,47,0,0,Queens
3/3/2020,5,33,29,3,Queens
3/4/2020,3,18,35,0,Queens
3/5/2020,3,24,29,3,Queens
3/6/2020,6,57,31,0,Queens
3/7/2020,3,21,38,0,Queens
3/8/2020,3,28,34,0,Queens
3/9/2020,5,42,33,4,Queens
3/10/2020,5,43,34,1,Queens
3/11/2020,5,44,31,4,Queens
3/12/2020,9,49,32,0,Queens
3/13/2020,3,19,37,0,Queens
3/14/2020,3,15,34,0,Queens
3/15/2020,3,28,38,0,Queens
3/16/2020,3,39,36,0,Queens
3/17/2020,3,30,31,1,Queens
3/18/2020,5,41,35,4,Queens
3/19/2020,5,30,32,1,Queens
3/20/2020,5,24,34,0,Queens
3/21/2020,3,11,40,1,Queens
3/22/2020,2,7,39,0,Queens
3/23/2020,3,30,34,3,Queens
3/24/2020,3,27,37,6,Queens
3/25/2020,3,32,35,0,Queens
3/26/2020,3,28,33,0,Queens
3/27/2020,5,37,44,4,Queens
3/28/2020,3,23,37,0,Queens
3/29/2020,3,8,38,0,Queens
3/30/2020,3,30,31,0,Queens
3/31/2020,3,24,37,0,Queens
4/1/2020,3,25,41,0,Queens
4/2/2020,3,18,38,4,Queens
4/3/2020,2,12,32,1,Queens
4/4/2020,2,10,37,0,Queens
4/5/2020,3,25,29,0,Queens
4/6/2020,3,30,39,0,Queens
4/7/2020,3,23,0,1,Queens
4/8/2020,3,22,39,0,Queens
4/9/2020,2,21,41,0,Queens
4/10/2020,2,10,34,0,Queens
4/11/2020,3,28,43,0,Queens
4/12/2020,7,45,45,0,Queens
4/13/2020,2,8,43,0,Queens
4/14/2020,2,16,42,4,Queens
4/15/2020,2,16,43,3,Queens
4/16/2020,2,9,39,1,Queens
4/17/2020,2,22,42,1,Queens
4/18/2020,3,19,36,0,Queens
4/19/2020,3,34,49,1,Queens
4/20/2020,3,23,40,0,Queens
4/21/2020,3,22,38,0,Queens
4/22/2020,2,16,38,0,Queens
4/23/2020,3,27,31,1,Queens
4/24/2020,5,33,34,0,Queens
4/25/2020,9,34,44,1,Queens
4/26/2020,2,10,40,1,Queens
4/27/2020,3,15,33,0,Queens
4/28/2020,3,26,40,4,Queens
4/29/2020,5,29,43,1,Queens
4/30/2020,2,18,47,0,Queens
5/1/2020,3,21,47,0,Queens
5/2/2020,3,14,40,0,Queens
5/3/2020,3,13,49,0,Queens
5/4/2020,3,28,40,0,Queens
5/5/2020,3,26,44,0,Queens
5/6/2020,3,28,36,0,Queens
5/7/2020,3,36,42,0,Queens
5/8/2020,3,25,33,1,Queens
5/9/2020,3,8,28,0,Queens
5/10/2020,2,10,44,0,Queens
5/11/2020,3,35,33,0,Queens
5/12/2020,3,13,43,0,Queens
5/13/2020,3,42,34,1,Queens
5/14/2020,8,42,46,0,Queens
5/15/2020,3,29,61,0,Queens
5/16/2020,3,18,44,0,Queens
5/17/2020,2,6,44,3,Queens
5/18/2020,3,46,43,0,Queens
5/19/2020,3,26,40,7,Queens
5/20/2020,2,22,39,0,Queens
5/21/2020,3,29,33,9,Queens
5/22/2020,5,28,35,0,Queens
5/23/2020,3,14,35,0,Queens
5/24/2020,3,12,35,0,Queens
5/25/2020,3,26,31,0,Queens
5/26/2020,5,16,25,0,Queens
5/27/2020,2,16,25,0,Queens
5/28/2020,2,16,19,0,Queens
5/29/2020,2,15,20,0,Queens
5/30/2020,2,21,44,0,Queens
5/31/2020,2,8,33,0,Queens
6/1/2020,3,26,39,0,Queens
6/2/2020,3,34,48,0,Queens
6/3/2020,5,22,47,0,Queens
6/4/2020,3,35,77,0,Queens
6/5/2020,2,20,42,0,Queens
6/6/2020,3,23,64,0,Queens
6/7/2020,3,20,36,0,Queens
6/8/2020,3,25,39,0,Queens
6/9/2020,5,30,93,0,Queens
6/10/2020,5,26,45,0,Queens
6/11/2020,3,22,30,0,Queens
6/12/2020,5,24,61,1,Queens
6/13/2020,3,8,42,0,Queens
6/14/2020,2,12,34,0,Queens
6/15/2020,3,18,34,3,Queens
6/16/2020,3,39,36,4,Queens
6/17/2020,3,17,33,4,Queens
6/18/2020,3,12,20,1,Queens
6/19/2020,2,25,34,0,Queens
6/20/2020,3,28,44,0,Queens
6/21/2020,3,21,32,0,Queens
6/22/2020,2,22,50,0,Queens
6/23/2020,2,21,48,0,Queens
6/24/2020,2,15,48,0,Queens
6/25/2020,2,23,77,1,Queens
6/26/2020,3,29,87,0,Queens
6/27/2020,6,31,45,0,Queens
6/28/2020,6,25,61,0,Queens
6/29/2020,5,27,40,0,Queens
6/30/2020,3,21,39,1,Queens
7/1/2020,3,20,54,0,Queens
7/2/2020,5,28,58,3,Queens
7/3/2020,5,25,46,0,Queens
7/4/2020,3,9,39,0,Queens
7/5/2020,3,27,77,0,Queens
7/6/2020,6,31,77,0,Queens
7/7/2020,3,25,0,0,Queens
7/8/2020,2,11,31,0,Queens
7/9/2020,2,16,26,0,Queens
7/10/2020,3,12,21,0,Queens
7/11/2020,2,15,33,0,Queens
7/12/2020,2,14,45,0,Queens
7/13/2020,3,22,49,0,Queens
7/14/2020,3,22,34,0,Queens
7/15/2020,3,20,40,1,Queens
7/16/2020,2,10,0,0,Queens
7/17/2020,3,18,38,0,Queens
7/18/2020,6,29,143,0,Queens
7/19/2020,3,19,0,3,Queens
7/20/2020,3,27,0,0,Queens
7/21/2020,5,30,61,0,Queens
7/22/2020,3,25,101,0,Queens
7/23/2020,3,19,48,0,Queens
7/24/2020,5,29,33,0,Queens
7/25/2020,6,25,74,0,Queens
7/26/2020,2,15,74,0,Queens
7/27/2020,3,28,105,0,Queens
7/28/2020,3,21,80,3,Queens
7/29/2020,5,27,61,0,Queens
7/30/2020,5,33,140,1,Queens
7/31/2020,5,25,61,0,Queens
8/1/2020,7,30,74,0,Queens
8/2/2020,2,8,40,0,Queens
8/3/2020,2,15,61,0,Queens
8/4/2020,2,16,31,0,Queens
8/5/2020,3,16,84,0,Queens
8/6/2020,11,37,67,0,Queens
8/7/2020,10,36,64,0,Queens
8/8/2020,8,19,44,0,Queens
8/9/2020,3,16,58,0,Queens
8/10/2020,3,24,80,0,Queens
8/11/2020,3,16,41,0,Queens
8/12/2020,5,27,61,0,Queens
8/13/2020,6,28,38,0,Queens
8/14/2020,6,25,49,0,Queens
8/15/2020,7,18,35,0,Queens
8/16/2020,3,6,24,0,Queens
8/17/2020,3,24,43,0,Queens
8/18/2020,3,27,44,0,Queens
8/19/2020,7,26,37,0,Queens
8/20/2020,7,22,49,0,Queens
8/21/2020,2,19,64,0,Queens
8/22/2020,3,14,74,0,Queens
8/23/2020,3,24,38,0,Queens
8/24/2020,3,19,87,0,Queens
8/25/2020,5,25,64,0,Queens
8/26/2020,5,26,31,0,Queens
8/27/2020,5,30,71,0,Queens
8/28/2020,3,27,54,0,Queens
8/29/2020,2,26,30,0,Queens
8/30/2020,5,25,30,0,Queens
8/31/2020,5,27,28,0,Queens
9/1/2020,3,32,31,0,Queens
9/2/2020,3,23,29,0,Queens
9/3/2020,5,20,64,0,Queens
9/4/2020,5,22,44,1,Queens
9/5/2020,6,16,44,0,Queens
9/6/2020,3,14,67,0,Queens
9/7/2020,3,26,34,0,Queens
9/8/2020,6,23,36,0,Queens
9/9/2020,5,25,36,6,Queens
9/10/2020,3,18,0,1,Queens
9/11/2020,5,22,30,0,Queens
9/12/2020,5,12,29,3,Queens
9/13/2020,5,12,29,3,Queens
9/14/2020,3,0,29,0,Queens
9/15/2020,3,27,28,0,Queens
9/16/2020,6,28,29,0,Queens
9/17/2020,5,23,31,0,Queens
9/18/2020,5,18,29,0,Queens
9/19/2020,5,13,31,0,Queens
9/20/2020,5,19,31,0,Queens
9/21/2020,7,33,30,1,Queens
9/22/2020,7,27,34,0,Queens
9/23/2020,7,40,47,0,Queens
9/24/2020,10,45,34,0,Queens
9/25/2020,7,36,51,0,Queens
9/26/2020,5,26,42,1,Queens
9/27/2020,3,11,35,3,Queens
9/28/2020,2,11,31,0,Queens
9/29/2020,2,13,26,0,Queens
9/30/2020,2,16,31,0,Queens
10/1/2020,3,24,31,0,Queens
10/2/2020,2,21,33,1,Queens
10/3/2020,3,23,0,0,Queens
10/4/2020,3,21,40,1,Queens
10/5/2020,3,26,43,1,Queens
10/6/2020,5,27,27,0,Queens
10/7/2020,3,16,33,1,Queens
10/8/2020,2,20,31,0,Queens
10/9/2020,5,28,29,0,Queens
10/10/2020,3,8,28,0,Queens
10/11/2020,3,14,23,1,Queens
10/12/2020,2,19,0,0,Queens
10/13/2020,3,15,44,0,Queens
10/14/2020,5,36,25,1,Queens
10/15/2020,5,35,30,1,Queens
10/16/2020,2,21,31,0,Queens
10/17/2020,9,33,34,0,Queens
10/18/2020,18,25,29,0,Queens
10/19/2020,6,29,23,0,Queens
10/20/2020,3,25,18,0,Queens
10/21/2020,3,22,33,0,Queens
10/22/2020,6,39,19,0,Queens
10/23/2020,5,26,24,0,Queens
10/24/2020,2,12,19,1,Queens
10/25/2020,2,15,17,0,Queens
10/26/2020,3,26,8,1,Queens
10/27/2020,5,23,25,0,Queens
10/28/2020,5,20,21,0,Queens
10/29/2020,3,22,25,0,Queens
10/30/2020,3,21,27,0,Queens
10/31/2020,3,27,31,1,Queens
11/1/2020,3,19,23,3,Queens
11/2/2020,2,16,34,9,Queens
11/3/2020,5,25,30,0,Queens
11/4/2020,5,33,21,3,Queens
11/5/2020,5,28,39,1,Queens
11/6/2020,7,36,38,3,Queens
11/7/2020,10,52,32,7,Queens
11/8/2020,20,55,24,3,Queens
11/9/2020,20,74,15,0,Queens
11/10/2020,8,34,20,0,Queens
11/11/2020,2,27,14,1,Queens
11/12/2020,7,21,30,0,Queens
11/13/2020,7,24,38,0,Queens
11/14/2020,6,25,26,0,Queens
11/15/2020,7,27,29,10,Queens
11/16/2020,5,33,28,0,Queens
11/17/2020,5,34,26,1,Queens
11/18/2020,3,19,24,1,Queens
11/19/2020,5,36,28,1,Queens
11/20/2020,5,36,30,0,Queens
11/21/2020,6,37,26,0,Queens
11/22/2020,2,14,24,1,Queens
11/23/2020,2,24,23,1,Queens
11/24/2020,8,31,31,0,Queens
11/25/2020,8,36,19,1,Queens
11/26/2020,5,29,24,1,Queens
11/27/2020,7,32,19,1,Queens
11/28/2020,5,27,34,0,Queens
11/29/2020,5,31,18,1,Queens
11/30/2020,5,0,19,1,Queens
12/1/2020,3,16,16,0,Queens
12/2/2020,2,15,14,1,Queens
12/3/2020,3,30,21,0,Queens
12/4/2020,5,32,28,1,Queens
12/5/2020,6,32,21,0,Queens
12/6/2020,2,13,20,0,Queens
12/7/2020,5,31,10,0,Queens
12/8/2020,3,18,20,1,Queens
12/9/2020,3,32,20,1,Queens
12/10/2020,5,34,21,0,Queens
12/11/2020,14,45,25,1,Queens
12/12/2020,10,35,21,1,Queens
12/13/2020,5,32,23,0,Queens
12/14/2020,5,24,28,0,Queens
12/15/2020,3,22,26,0,Queens
12/16/2020,3,25,19,1,Queens
12/17/2020,3,21,16,1,Queens
12/18/2020,5,27,8,1,Queens
12/19/2020,9,44,5,1,Queens
12/20/2020,9,41,27,1,Queens
12/21/2020,11,35,21,1,Queens
12/22/2020,6,29,34,0,Queens
12/23/2020,3,31,36,0,Queens
12/24/2020,3,33,19,0,Queens
12/25/2020,2,6,18,1,Queens
12/26/2020,2,14,21,1,Queens
12/27/2020,6,36,30,1,Queens
12/28/2020,6,35,23,1,Queens
12/29/2020,5,22,18,0,Queens
12/30/2020,5,36,19,1,Queens
12/31/2020,5,27,17,1,Queens
